dataset,mode,node_drop_rate,accuracy,std,num_runs,drop_rate,k_neighbors,recovery_ratio,repair_policy,adaptive_threshold_alpha,max_edges_per_recovered_node,texts_per_class,generation_backend,generation_model,synthetic_text_style,ban_dataset_name,max_jaccard_similarity,max_generation_attempts,temperature,top_p,repetition_penalty,no_repeat_ngram_size,max_new_tokens,synthetic_text_path,synthetic_embedding_path,sparse_edges_mean,dropped_nodes_mean,observed_train_nodes_mean,sampled_recovered_nodes_mean,successful_recovered_nodes_mean,train_nodes_mean,recovery_edges_mean,synthetic_word_count_mean,synthetic_word_count_std,synthetic_quality_pass_rate,synthetic_length_ok_rate,synthetic_dataset_leak_rate,synthetic_repeated_ngram_rate,synthetic_max_jaccard_mean
ogbn-arxiv-full,"GCN (LLM, Sparse)",0.85,0.5653423269589742,0.0007492854864067795,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,307101.6666666667,77299.0,13642.0,0.0,0.0,13642.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,"GCN (LLM, Sparse)",0.95,0.5587103764216105,0.009444381047271674,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,242254.66666666666,86393.0,4548.0,0.0,0.0,4548.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,"GAT (Raw, Sparse)",0.75,0.5402478575706482,0.0031528141825590463,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,382172.0,68205.0,22736.0,0.0,0.0,22736.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,"GAT (Raw, Sparse)",0.85,0.5379160642623901,0.0014796976784127755,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,307101.6666666667,77299.0,13642.0,0.0,0.0,13642.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,"GAT (Raw, Sparse)",0.95,0.5222311417261759,0.005133370504246171,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,242254.66666666666,86393.0,4548.0,0.0,0.0,4548.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,"GAT (LLM, Sparse)",0.75,0.5983512798945109,0.0044924764358284025,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,382172.0,68205.0,22736.0,0.0,0.0,22736.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,"GAT (LLM, Sparse)",0.85,0.5866647561391195,0.0035178569210357626,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,307101.6666666667,77299.0,13642.0,0.0,0.0,13642.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,"GAT (LLM, Sparse)",0.95,0.5691349705060323,0.008970965775983676,3,0.0,10,0.0,none,0.0,0,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,242254.66666666666,86393.0,4548.0,0.0,0.0,4548.0,0.0,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,true_text,0.75,0.6042631069819132,0.0016736164720887246,3,0.0,10,0.5,adaptive,0.0,10,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,382172.0,68205.0,22736.0,34102.0,34102.0,56838.0,122882.66666666667,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,true_text,0.85,0.602267344792684,0.002501853979571466,3,0.0,10,0.5,adaptive,0.0,10,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,307101.6666666667,77299.0,13642.0,38649.0,38649.0,52291.0,139396.33333333334,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,true_text,0.95,0.6018147071202596,0.002474302521497804,3,0.0,10,0.5,adaptive,0.0,10,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,242254.66666666666,86393.0,4548.0,43196.0,43196.0,47744.0,126533.66666666667,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,label_text,0.75,0.5765693585077921,0.00280258364244702,3,0.0,10,0.5,adaptive,0.0,10,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,382172.0,68205.0,22736.0,34102.0,34102.0,56838.0,126253.33333333333,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,label_text,0.85,0.558730959892273,0.0026424084090324986,3,0.0,10,0.5,adaptive,0.0,10,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,307101.6666666667,77299.0,13642.0,38649.0,38649.0,52291.0,141793.66666666666,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
ogbn-arxiv-full,label_text,0.95,0.5267507632573446,0.011294266367200004,3,0.0,10,0.5,adaptive,0.0,10,12,hf,models/Qwen3-4B-Instruct-2507,length_matched,True,0.72,3,0.6,0.9,1.15,3,40,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.json,embeddings\arxiv_synthetic_text_hf_models_Qwen3-4B-Instruct-2507_n12_length_matched.pt,242254.66666666666,86393.0,4548.0,43196.0,43196.0,47744.0,127985.33333333333,8.229166666666666,1.8239104434032816,0.575,0.7604166666666666,0.0,0.0,0.5795729690094047
